,created_at,text,full_text
304,Mon Jun 19 05:23:08 +0000 2017,"Dinkes Riau Siagakan Ratusan Tenaga Medis di Jalur Mudik: Dinkes Riau menurunkan satu dokter, dua perawat dan satuâ¦â¦ https://t.co/yiKz52clwI","Dinkes Riau Siagakan Ratusan Tenaga Medis di Jalur Mudik: Dinkes Riau menurunkan satu dokter, dua perawat dan satuâ¦ https://t.co/iUJIQHRGJW https://t.co/hXEIEMkjdB"
305,Tue Jan 30 06:42:22 +0000 2018,Klinik Jual Asli Obat Telat Bulan Cytotec Di Pekanbaru || 081227677373 || klinik Jual Obat Telat Bulan Di Kota Pekaâ¦ https://t.co/JPTnUSGQG9,Klinik Jual Asli Obat Telat Bulan Cytotec Di Pekanbaru || 081227677373 || klinik Jual Obat Telat Bulan Di Kota Pekanbaru https://t.co/IGN7PaIfnt
306,Wed Feb 25 01:29:13 +0000 2015,Wali Kota Pekanbaru Belum Ada Nyatakan KLB Demam Berdarah http://t.co/rpEIc0lzr2,
307,Wed Mar 13 06:53:39 +0000 2019,"Selamat datang bpk Prabowo Subianto di kota Pekanbaru, kota bertuah, kota yg mayoritas akal sehatâ¦ https://t.co/ojwv44IC9L","Selamat datang bpk Prabowo Subianto di kota Pekanbaru, kota bertuah, kota yg mayoritas akal sehat
#RiauPastiPrabowoSandi https://t.co/xdZWn0erZA"
308,Sun Jan 19 01:15:16 +0000 2014,"Rumah Sakit Jiwa (RSJ) Tampan di Kota Pekanbaru, Riau, menyiapkan belasan kamar khusus untuk melayani pasien y... http://t.co/JQGBrPC5Se",
309,Thu Nov 20 11:54:04 +0000 2014,"Puskesmas Pekanbaru Siaga Banjir: PEKANBARU,SeRiau â Dinas Kesehatan Kota Pekanbaru, menyiagakan seluruh puske... http://t.co/YtIZkbg5fG",
310,Mon Nov 04 04:06:40 +0000 2013,"2. Sebagai ""Masy. Asli Kota @Pekanbaru"" Masy. @KecamatanLimaPuluh mengeluhkan layanan RSUD yang tidak maksimal.",
311,Fri May 01 15:23:57 +0000 2020,"#Repost infopku_ @dharma_kom
â¢ â¢ â¢ â¢ â¢ â¢
Info PKU

Daftar Nomor Telepon Rumah Sakit Rujukan Penanggulangan Covid-19â¦ https://t.co/h1HhbYpC0y","#Repost infopku_ @dharma_kom
â¢ â¢ â¢ â¢ â¢ â¢
Info PKU

Daftar Nomor Telepon Rumah Sakit Rujukan Penanggulangan Covid-19 di Kota Pekanbaru. Semoga bermanfaat

#infoPKU #Pekanbaru #instagramPKU #infoPKUgrafisâ¦ https://t.co/WWAMuz8fHP"
312,Thu Nov 20 13:37:13 +0000 2014,"Pekanbaru siagakan Puskesmas antisipasi banjir: Dinas Kesehatan Kota Pekanbaru, Provinsi Riau, telah menyiagak... http://t.co/GWPPCCx063",
313,Tue Sep 17 08:29:20 +0000 2019,"Tanpa pakai masker, Presiden @jokowi meninjau langsung lokasi #kartuhla di Kota Pekanbaru, Riau. Pekan ini, Indeksâ¦ https://t.co/7Pv1AQnACu","Tanpa pakai masker, Presiden @jokowi meninjau langsung lokasi #kartuhla di Kota Pekanbaru, Riau. Pekan ini, Indeks Standar Pencemar Udara di wilayah Pekanbaru tercatat 269 (sangat tidak sehat). Apa yang sudah dilakukan pemerintah untuk padamkan karhutla? https://t.co/VZZ5fOPn6y"
314,Wed Sep 17 08:30:24 +0000 2014,Udara Kota Pekanbaru tak Sehat http://t.co/Cb38qmy015,
315,Fri Apr 22 02:55:54 +0000 2016,"#Repost rslancangkuning
ã»ã»ã»
Visitasi BNN kota Pekanbaru ke Rumah Sakit Lancang Kuning
#pkucakep https://t.co/oGeQAr0lVH",
316,Thu Nov 20 13:50:38 +0000 2014,"Pekanbaru siagakan Puskesmas antisipasi banjir: Dinas Kesehatan Kota Pekanbaru, Provinsi Riau, telah menyiagak... http://t.co/QdYvcuY7D2",
317,Sun Aug 11 07:25:02 +0000 2019,"https://t.co/zfmclHoLR8 Kalau Razia Kebun Sawit Gubri Terlaksana, Hampir Semua Perusahaan Sawit di Riau ""Terlibat"":â¦ https://t.co/smjdXSnbFX","https://t.co/zfmclHoLR8 Kalau Razia Kebun Sawit Gubri Terlaksana, Hampir Semua Perusahaan Sawit di Riau ""Terlibat"": Kabar Lingkungan Dengan telah terserangnya Sebanyak 1 136 warga Kota Pekanbaru oleh penyakit Infeksi saluran pernapasan akut ISPA kiniâ¦ https://t.co/T6M28fyvfz"
318,Mon Jul 13 01:56:31 +0000 2020,"Bisa bertahan hidup saja, sudah bagus di masa pandemi #Covid19 seperti sekarang ini...

https://t.co/OMqdC9Sw9W",
319,Wed Sep 17 09:50:09 +0000 2014,"BNPB Pekanbaru: ""7 daerah Riau ini udaranya TIDAK SEHAT: Kec. Rumbai, Kota Pekanbaru, Duri Field, Bangko, Petapahan, Libo dan Duri Camp""",
320,Thu Jun 11 14:54:19 +0000 2020,Presentasi obat obat hematologi pada penanganan kasus bedah vaskuler  hari ini oleh dr muda FK UR ...masih on lineâ¦ https://t.co/EAQanHucwQ,Presentasi obat obat hematologi pada penanganan kasus bedah vaskuler  hari ini oleh dr muda FK UR ...masih on line  in newnormal session...heem @ Di Kota Pekanbaru Riau https://t.co/pCufhL9eiu
321,Tue Mar 11 23:02:46 +0000 2014,"Pekanbaru KLB penyakit akibat asap: Kota Pekanbaru, Provinsi Riau, kini tercatat berada dalam Kejadian Luar Bi... http://t.co/fuEy546zI4",
322,Thu Jun 08 10:25:31 +0000 2017,Kasus DBD di Kota Pekanbaru terus bertambah. https://t.co/AqWeA2BeO7,
323,Wed Jan 17 07:10:27 +0000 2018,"Ada yang pensiun, ada yang tersandung kasus hukum, ada juga yang sakit. Mereka tersebut kita ganti, biar jalan rodaâ¦ https://t.co/rYc2bbM16b","Ada yang pensiun, ada yang tersandung kasus hukum, ada juga yang sakit. Mereka tersebut kita ganti, biar jalan roda pemerintahan. 
https://t.co/dFW4j8duTS"
324,Mon Sep 02 01:49:28 +0000 2013,At Puskesmas Limapuluh Kota Pekanbaru â https://t.co/eBnY9tUPos,
325,Fri Jul 11 01:11:27 +0000 2014,At Puskesmas Limapuluh Kota Pekanbaru â https://t.co/L7sJQT4rXp,
326,Mon Apr 03 04:26:15 +0000 2017,"186 Korban Demam Berdarah, Diskes Pekanbaru Belum Tetapkan KLB: Dinas Kesehatan (Diskes) Kota Pekanbaruâ¦ https://t.co/fLflkAjHeb #berita",
327,Thu Jun 02 12:23:30 +0000 2016,#Berita Pembangunan RSUD Kota Pekanbaru Terkendala Anggaran https://t.co/KXr9MuAxw1 #HalamanRiau,
328,Sun Aug 25 16:31:32 +0000 2019,"Meski Kabut Asap, Masyarakat Tetap Semangat Ikuti Jalan Sehat: Meski kabut asap masih menyelimuti Kota Pekanbaru, tâ¦ https://t.co/zdmxuPdxYX","Meski Kabut Asap, Masyarakat Tetap Semangat Ikuti Jalan Sehat: Meski kabut asap masih menyelimuti Kota Pekanbaru, tak menyurutkan semangat ratusan masyarakat Kelurahan Sialang Munggu untuk berkegiatan jalan sehat, Minggu 25 Agustus 2019. https://t.co/PleMvFdXz1"
329,Thu Apr 02 07:58:33 +0000 2020,"Tinjau Pelaksanaan Rapid Test di Puskesmas Kota Pekanbaru, Syamsuar: Jangan Cemas Berlebihan https://t.co/BLuR6Nd7iw https://t.co/fg53Nb237J",
330,Thu Apr 04 02:36:54 +0000 2019,DPT Pemilu Presiden dan legislatif Kota Pekanbaru tercatat 515.589 pemilih. Sesuai putusan terakhir Mahkamah Konstiâ¦ https://t.co/B5X4sOgnJG,"DPT Pemilu Presiden dan legislatif Kota Pekanbaru tercatat 515.589 pemilih. Sesuai putusan terakhir Mahkamah Konstitusi, pendaftaran tambah pemilih masih dibuka sampai 10 April 2019, khususnya untuk calon pemilih pindah domisili,  sakit,  korban bencana dan Tahanan Hukum*"
331,Tue Feb 02 02:49:54 +0000 2016,"Sakit, Kepala BPKAD Kota Pekanbaru mengundurkan diri - Riau News (Pendaftaran) https://t.co/djVBtFTwr7 #Pekanbaru #Riau",
332,Sun Jun 23 03:04:58 +0000 2013,jalan sehat bersama @syariefhasan dan 50.000 masyarakat riau di kota pekanbaru.,
333,Fri Jul 10 18:05:17 +0000 2015,"kota pekanbaru kembali di selimuti asap dan indeks pengukur udara tertulis tidak sehat, asap dan asap lagi kota ku tercinta",
334,Sun Jan 19 01:23:08 +0000 2014,"RSJ Pekanbaru Siapkan Belasan Kamar Tampung Caleg Depresi: Rumah Sakit Jiwa (RSJ) Tampan di Kota Pekanbaru, Ri... http://t.co/1nICR79nC8",
335,Thu Nov 15 00:50:27 +0000 2018,Yukk ikutan donor darah...!!! Sedekah kehidupan yang membuat kita pun tambah sehat... @ KSR PMI Unit Markas Kota Peâ¦ https://t.co/FPMo5SYqqg,Yukk ikutan donor darah...!!! Sedekah kehidupan yang membuat kita pun tambah sehat... @ KSR PMI Unit Markas Kota Pekanbaru https://t.co/MHKVKobN0x
336,Thu Nov 20 13:38:04 +0000 2014,"Pekanbaru siagakan Puskesmas antisipasi banjir: Dinas Kesehatan Kota Pekanbaru, Provinsi Riau, telah menyiagak... http://t.co/EuzyzZQkLG",
337,Sat Aug 17 14:38:01 +0000 2019,Jadi aku tadi ketemu dua anak kecil di kota pekanbaru. Seperti di kebanyakan kota lainnya mereka jualan tisu gitu bâ¦ https://t.co/8ry4h7H4Gw,"Jadi aku tadi ketemu dua anak kecil di kota pekanbaru. Seperti di kebanyakan kota lainnya mereka jualan tisu gitu buat ngebantu orang tua. Ceritanya aku lagi di depan indoma*rt, lagi istirahat sambil jaga nenek aku yang sakit (minta doanya ya) dan lagi sebat ceritanya."
338,Wed Mar 12 01:55:53 +0000 2014,"Haha berita kabut asap ditvone kata pak dokter aja menyarankan tinggalkan kota pekanbaru dan kurangi aktivitas diluar -_-""",
339,Thu Jun 04 13:08:02 +0000 2020,"Sembuh, Pasien Terakhir Covid-19 Dilepas Tenaga Medis RSUD Selasih https://t.co/zXFJcUSMap",
340,Tue Jul 28 07:08:04 +0000 2015,"Perhatian-perhatian, Udara Kota Pekanbaru dalam Level Tidak Sehat http://t.co/NyJz38e8HA",
341,Sat Sep 12 03:33:50 +0000 2015,Kabut asap d kota pekanbaru makin parah aja ... Masyarakat mulai terserang penyakit ispa,
342,Fri Mar 20 11:53:06 +0000 2020,"Mama saya membeli jas hujan yang ada di Indomaret atau Alfamart sebagai APD nya untuk berkerja, apalagi ini puncakâ¦ https://t.co/EeYD1TKmix","Mama saya membeli jas hujan yang ada di Indomaret atau Alfamart sebagai APD nya untuk berkerja, apalagi ini puncak dari berbagai macam keluhan2 dr tidak keluarnya berbagai macam tunjangan dr dinkes kota pekanbaru, ntah kemana anggaran untuk pekerja2 kesehatan yg sudah dianggarkan"
343,Tue Mar 11 21:55:28 +0000 2014,"Pekanbaru KLB penyakit akibat asap: Kota Pekanbaru, Provinsi Riau, kini tercatat berada dalam Kejadian Luar Bi... http://t.co/AQL1tv3BqI",
344,Tue Feb 18 10:43:41 +0000 2014,"Kualitas Udara Kota Pekanbaru Tidak Sehat: 
PEKANBARU (RIAUPOS.CO) - Udara Kota Pekanbaru dinyatakan Tidak Se... http://t.co/kQ9iPI4Gf9",
345,Tue Jul 16 09:16:08 +0000 2019,Wali Kota Pekanbaru Serahkan Jabatan Plt Kepala Dinkes ke M Amin yang Juga Kepala Disdalduk KBâ¦ https://t.co/zWUWBOBJ1R,Wali Kota Pekanbaru Serahkan Jabatan Plt Kepala Dinkes ke M Amin yang Juga Kepala Disdalduk KB https://t.co/OE4ssfNknM https://t.co/qKT7cfIZRg
346,Fri Aug 30 08:54:04 +0000 2013,"Cuaca Di Pekanbaru Tidak Sehat Akibat Kabut Asap: Pekanbaru, Riau
Kualitas udara di kota Pekanbaru, Riau semak... http://t.co/T3J55TAhEQ",
347,Tue Jul 31 16:00:00 +0000 2018,"Pekanbaru Gelar Imunisasi Perdana Measles Rubella, Catat Lokasinya!

#beritaPKU
https://t.co/0pJSNaukbK",
348,Thu Sep 22 06:40:59 +0000 2016,"#NewsUpdate Gunakan Peralatan Tidak Sesuai Standar, Diskes Kota Pekanbaru Belum dapat Lapo... https://t.co/hnfcW7s1XU #MentionForFolBack",
349,Tue Mar 11 22:58:25 +0000 2014,"Pekanbaru KLB penyakit akibat asap: Kota Pekanbaru, Provinsi Riau, kini tercatat berada dalam Kejadian Luar Biasa (KLB) yang warganya...",
350,Tue Feb 10 04:35:36 +0000 2015,Enam Kecamatan di Kota Pekanbaru Endemis DBD http://t.co/nnPNJ5QIKa (inilahRIAU),
351,Sat Jul 13 13:47:28 +0000 2019,"Bukannya membantu, malah asyik mengeluarkan gadget dan merekam aksi orang gila telanjang di atas mobilnya. Padahal,â¦ https://t.co/q5B5WV3uia","Bukannya membantu, malah asyik mengeluarkan gadget dan merekam aksi orang gila telanjang di atas mobilnya. Padahal, sebagai perempuan yang lemah, Metha Chlariza sudah membunyikan klakson berkali-kali tanda minta bantuan. 

https://t.co/wTjImx2t6h"
352,Thu Sep 11 08:09:08 +0000 2014,"@drsuryo maaf dok, saya berasal dari luar kota pekanbaru,, ada rencana mau cek konsul sama dokter, Sabtu apakah dokter bukak praktek?",
353,Mon Jul 04 09:38:28 +0000 2016,"Selama Lebaran, RS dan Puskesmas Harus Standby 24 Jam: Puskesmas dan rumah sakit di Kota Pekanbaru, tetap mem... https://t.co/k9OGvBmFn5",
354,Fri Oct 11 04:26:36 +0000 2013,"Anggota DPRD Pekanbaru Minta Proyek Puskesmas Pembantu Dihentikan Sementara: Legislator Kota Pekanbaru, Riau, ... http://t.co/PnrAanWOJa",
355,Mon Jul 25 03:56:36 +0000 2016,"Mau sehat ? gampang dan praktis bisa dilakukan dirumah bersama ""Nikita Jogging"" cc @Kota_Pekanbaru https://t.co/ZHy6rp0KJp",
356,Tue Aug 14 14:42:23 +0000 2018,"Manfaatkan Fasilitas, Rumah Sakit Daerah Kota Pekanbaru Siap LayaniÂ Masyarakat

#beritaPKU
https://t.co/JlfAYAytDd https://t.co/476qROIC8y",
357,Thu Apr 11 06:36:11 +0000 2019,"Alhamdulillah, kantin Ponpes Dar El Hikmah meraih Juara 2, perlombaan Kantin Sehat sekota Pekanbaru yang digagas olâ¦ https://t.co/WN0abBPqyI","Alhamdulillah, kantin Ponpes Dar El Hikmah meraih Juara 2, perlombaan Kantin Sehat sekota Pekanbaru yang digagas oleh Dinas Kesehatan kota Pekanbaru https://t.co/S9aBGS4ebA"
358,Tue Sep 17 12:59:19 +0000 2019,"@_rikapratiwi @infoPKU Korban ada dari mahasiswa kalau g salah 5 orang, malam ini masih dirawat di RSUD kota Pekanbaru,",
359,Sun Apr 29 17:17:18 +0000 2018,"Jadi Salah Satu Penyakit Mematikan di Indonesia, Prodia Ajak Para Wanita di Kota Pekanbaru ... https://t.co/IPwzmd5Uel",
360,Tue Mar 11 22:02:05 +0000 2014,"Pekanbaru KLB penyakit akibat asap: Kota Pekanbaru, Provinsi Riau, kini tercatat berada dalam Keja... http://t.co/U8S9kCX9WM Antara News",
361,Thu Apr 05 04:29:57 +0000 2018,73 Warga Pekanbaru Terserang DBD: KOTA (https://t.co/Miy4CEMBIM) - Dinas Kesehatan (Diskes) Kota Pekanbaruâ¦â¦ https://t.co/KRllbKvpyA,73 Warga Pekanbaru Terserang DBD: KOTA (https://t.co/Miy4CEMBIM) - Dinas Kesehatan (Diskes) Kota Pekanbaruâ¦ https://t.co/u6dOE0Aj9O #riaupos #riau
362,Wed Aug 08 08:51:42 +0000 2018,Imunisasi Vaksin MR Terancam Tak Capai Target https://t.co/1aOMIzsMTx,
363,Sun Nov 25 13:20:32 +0000 2018,Ditambah dinas di Rumah sakit yang shiftnya gak bisa di bayangkan udahð belum lagi kaget pas tau shift di Rumah sakâ¦ https://t.co/1juOFpI6Q1,Ditambah dinas di Rumah sakit yang shiftnya gak bisa di bayangkan udahð belum lagi kaget pas tau shift di Rumah sakit luar kota pekanbaru lebih semelelahkan itu
364,Sat Jul 26 03:28:31 +0000 2014,Asap Karhutla Serbu Pekanbaru: Sejumlah warga Kota Pekanbaru mengaku menghirup udara yang tidak sehat karena b... http://t.co/27mHaXNGkx,
365,Sun Mar 09 03:06:03 +0000 2014,"Udara Pekanbaru sangat tidak sehat akibat asap: Kualitas udara di Kota Pekanbaru kini dalam status ""Sangat Tid... http://t.co/lNuOr2S8Pd",
366,Sat Dec 15 02:53:51 +0000 2018,"Inilah kelakuan manusia2 yang tak mau bersaing secara sehat.
Ini kejadian di Pekanbaru, terjadi perusakan APK di saâ¦ https://t.co/iaXkZH8B7Y","Inilah kelakuan manusia2 yang tak mau bersaing secara sehat.
Ini kejadian di Pekanbaru, terjadi perusakan APK di salah jalan protokol di kota Pekanbaru. 
Kejadian ini PAS pula saat kunjungan Presiden RI ke 6 di  Pekanbaru. https://t.co/Zmm8lOCgAL"
367,Thu Nov 20 13:30:08 +0000 2014,"Pekanbaru siagakan Puskesmas antisipasi banjir: Dinas Kesehatan Kota Pekanbaru, Provinsi Riau, telah menyiagak... http://t.co/yuGhcfYN4g",
368,Fri Dec 06 02:42:41 +0000 2019,Ayo beramai2 masyarakat kota pekanbaru terkhusus buat ibu2 dan remaja putri jgn ketinggalan untuk mengikuti gerak jâ¦ https://t.co/yKueyilGEb,"Ayo beramai2 masyarakat kota pekanbaru terkhusus buat ibu2 dan remaja putri jgn ketinggalan untuk mengikuti gerak jalan sehat keluarga dlm rangka hari ibu dan menuju indonesia sehat 
jangan lupa membawa tumbler menuju indonesia bebas plastik https://t.co/XQGnJODSJL"
369,Tue Feb 18 10:43:33 +0000 2014,(Riaupos) Kualitas Udara Kota Pekanbaru Tidak Sehat http://t.co/VL5uK1fify,
370,Sat Sep 14 10:54:34 +0000 2019,Assallamualaikum bapak Presiden yang sangat saya hormati sekiranya gambar berikut sudah sangat mewakilkan kabar kamâ¦ https://t.co/fLZJENkFhy,"Assallamualaikum bapak Presiden yang sangat saya hormati sekiranya gambar berikut sudah sangat mewakilkan kabar kami semua di kota Pekanbaru @jokowi. Semoga bapak sehat selalu ya, aamiinð https://t.co/AlhdNOh2vT"
371,Wed Sep 16 04:01:32 +0000 2020,Wali Kota Pekanbaru Bilang Ada Orang yang Positif Corona dan Tergolong âIntelekâ Datang ke Puskesmas tanpa Masker https://t.co/KsLctLqa4W,
372,Mon Sep 01 09:00:26 +0000 2014,DPRD Kota Pekanbaru Dukung Akreditasi Puskesmas http://t.co/BM1ZNiGn4n (HalloRiau),
373,Mon Sep 09 12:20:29 +0000 2019,Tadi pagi kabut asap di kota Pekanbaru sgt tebal. Kualitas udara hampir saja memasuki kategori sangat tidak sehat lâ¦ https://t.co/VHP9AmcUrP,Tadi pagi kabut asap di kota Pekanbaru sgt tebal. Kualitas udara hampir saja memasuki kategori sangat tidak sehat lalu turun lg menjadi tidak sehat.
374,Wed Nov 06 05:57:04 +0000 2019,50 Persen Lebih Peserta Mandiri di Kuansing Menunggak Bayar BPJS Kesehatan https://t.co/DwXyktqFKZ,
375,Tue Mar 11 23:02:28 +0000 2014,"Pekanbaru KLB penyakit akibat asap: Kota Pekanbaru, Provinsi Riau, kini tercatat berada dalam Kejadian Luar Bi... http://t.co/KvUXdEvbXf",
376,Fri Jul 10 15:54:41 +0000 2015,Udara Kota Pekanbaru Mulai Tidak Sehat akibat Kabut Asap http://t.co/6ES9jIFrGV #infoKALTENG,
377,Thu Jun 02 15:32:57 +0000 2016,Pembangunan RSUD Kota Pekanbaru Terkendala Anggaran https://t.co/Sk5EQrsd7g #RiauPos,
378,Thu Nov 20 13:37:10 +0000 2014,"Pekanbaru siagakan Puskesmas antisipasi banjir: Dinas Kesehatan Kota Pekanbaru, Provinsi Riau, telah menyiagak... http://t.co/Z5of0RoHtQ",
379,Sun Jan 19 01:17:08 +0000 2014,"RSJ Pekanbaru Siapkan Belasan Kamar Tampung Caleg Depresi: Rumah Sakit Jiwa (RSJ) Tampan di Kota Pekanbaru, Ri... http://t.co/T1Bn92tNKM",
380,Tue Feb 13 21:44:43 +0000 2018,Akhirnya Kota Pekanbaru Punya Rumah Sakit 'Sendiri': RSUD Kota Pekanbaru mengusung konsepâ¦ https://t.co/bonSODFT3K,
381,Sun Jun 23 02:53:34 +0000 2013,Selamat pagi \(Â´â½`)/ Selamat Ulang Tahun Kota Pekanbaru ke-229 ! Semoga Asapnya cepet Berganti dengan Udara sehat seperti seharusnya yaa :),
382,Wed Aug 26 04:09:02 +0000 2020,Wali Kota Pekanbaru Sebut 100 Orang Lebih Jalani Isolasi Mandiri di Rumah https://t.co/XMCl5Yw7qT https://t.co/oIf02i2FV8,
383,Wed Nov 27 14:30:01 +0000 2019,Lanjutan Pembangunan Rumah Sakit Kelas C Kota Pekanbaru https://t.co/NuOJsaA0e8,
384,Mon Oct 03 12:30:12 +0000 2016,KPU: Dokter Sudah Bekerja Profesional dan KPU Sesuai Prosedur: Komisi Pemilihan Umum (KPU) Kota Pekanbaru men... https://t.co/QmMP6l26TK,
385,Tue Mar 11 21:57:25 +0000 2014,"Kota Pekanbaru, Provinsi Riau, kini tercatat berada dalam Kejadian Luar Biasa (KLB) yang warganya diserang pen... http://t.co/Wvv0BIctU7",
386,Wed Jan 01 06:40:28 +0000 2014,Bersama calon dokter masa depan . Xoxo happy new year (with Juan at Gereja HKBP Kota Pekanbaru) [pic] â https://t.co/7gX3XX1bUq,
387,Thu Nov 14 06:32:05 +0000 2013,Just posted a photo @ Puskesmas Limapuluh Kota Pekanbaru http://t.co/2d1Nqdxx5u,
388,Sun May 17 16:57:55 +0000 2015,"@Kota_Pekanbaru Air dirumah anda kuning,berminyak,kotor???
Ini solusinya...ZERNII FILTER AIR...terbukti
menjadikan air bersih dan sehat",
389,Tue Apr 24 11:11:58 +0000 2018,RSUD Tengku Rafian Siak Menuju Akreditasi SNARS https://t.co/IpuZp5ats4 https://t.co/ezMNLwzBLs,
390,Mon Jul 15 08:49:37 +0000 2019,10 Penyakit Yang Diakibatkan Gaya Hidup Tak Sehat https://t.co/C8Y0IBBcVS,
391,Mon Apr 14 00:42:35 +0000 2014,At Puskesmas Limapuluh Kota Pekanbaru â https://t.co/LZhJS60LUP,
392,Sat Nov 01 04:01:34 +0000 2014,"Pemateri ketiga dr. Leny Marzal, Kepala Puskesmas Simpang Tiga Dinkes kota Pekanbaru http://t.co/zKYxNxSpz8",
393,Tue Mar 11 22:13:59 +0000 2014,"Pekanbaru KLB penyakit akibat asap: Kota Pekanbaru, Provinsi Riau, kini tercatat berada dalam Kejadian Luar Bi... http://t.co/BvvdsnzVkP",
394,Fri Apr 15 20:29:35 +0000 2016,https://t.co/mrkNqo5Bw2: BPJS Buka Layanan di Kantor BPTPM Kota Pekanbaru https://t.co/chMin7VJqh,
395,Wed Nov 06 00:52:31 +0000 2013,At Puskesmas Limapuluh Kota Pekanbaru â https://t.co/1mlmN1GvtF,
396,Wed Mar 27 09:50:02 +0000 2019,"Bedah Bujubdan Bedah Akal Sehat 
Bersama @rockygerung Di Gor Tribuana Kota Pekanbaru - Riauâ¦ https://t.co/bBy4HBWlCz","Bedah Bujubdan Bedah Akal Sehat 
Bersama @rockygerung Di Gor Tribuana Kota Pekanbaru - Riau 

#AkalSehatPilihPrabowoSandi 
#2019PrabowoSandi https://t.co/ILlK84Uvc0"
397,Mon May 07 16:45:55 +0000 2018,Kota Pekanbaru memiliki beberapa rumah sakit yang dikelola oleh pemerintah maupun swasta.,
398,Tue Apr 24 14:53:31 +0000 2018,RSUD Tengku Rafian Siak Menuju Akreditasi SNARS https://t.co/qAV4TcUlpD https://t.co/VuhDWyYa8n,
399,Sat Sep 20 04:19:26 +0000 2014,Last day! â di Puskesmas Harapan Raya Kota Pekanbaru http://t.co/yHAY5VEspZ,
400,Mon Nov 24 03:32:29 +0000 2014,"""@Kota_Pekanbaru: Bergelut dengan Geng Motor, Anggota TNI Kritis di Rumah Sakit http://t.co/6whiKxzxtg - TribunNews""&gt;COBA KALO DIMARKAS ?",
401,Tue Mar 11 21:56:42 +0000 2014,"Pekanbaru KLB penyakit akibat asap: Kota Pekanbaru, Provinsi Riau, kini tercatat berada dalam Kejadian Luar Bi... http://t.co/2xkZxlUKZB",
